Do you sweat?	I don't have the necessary hardware for that.
Tell us if you can walk	I don't have the necessary hardware for that.
You have eyes	I don't have the necessary hardware for that.
You have lungs	I don't have the necessary hardware for that.
You have a nose	I don't have the necessary hardware for that.
You have ears	I don't have the necessary hardware for that.
You have cheeks	I don't have the necessary hardware for that.
Tell me if you can walk	I don't have the necessary hardware for that.
Do you fart?	I don't have the necessary hardware for that.
Do you burp?	I don't have the necessary hardware for that.
Do you run?	I don't have the necessary hardware for that.
Are you walking?	I don't have the necessary hardware for that.
Do you walk?	I don't have the necessary hardware for that.
Do you jump?	I don't have the necessary hardware for that.
Do you poop?	I don't have the necessary hardware for that.
Do you chew?	I don't have the necessary hardware for that.
Do you fart?	I don't have the necessary hardware for that.
Say if you can run	I don't have the necessary hardware for that.
Do you burp?	I don't have the necessary hardware for that.
Do you crawl?	I don't have the necessary hardware for that.
Do you breathe?	I don't have the necessary hardware for that.
Do you cry?	I don't have the necessary hardware for that.
Are you laughing?	I don't have the necessary hardware for that.
Do you dream?	I don't have the necessary hardware for that.
Are you sleeping?	I don't have the necessary hardware for that.
Freckles?	I don't have the necessary hardware for that.
Tell me if you can sneeze	I don't have the necessary hardware for that.
Say if you can fart	I don't have the necessary hardware for that.
You can fart	I don't have the necessary hardware for that.
You can sweat	I don't have the necessary hardware for that.
You can hurt yourself	I don't have the necessary hardware for that.
You can yawn	I don't have the necessary hardware for that.
You can breathe	I don't have the necessary hardware for that.
You can jump	I don't have the necessary hardware for that.
You can drink	I don't have the necessary hardware for that.
You can run	I don't have the necessary hardware for that.
Tell me if you can cry	I don't have the necessary hardware for that.
Tell me if you can bite	I don't have the necessary hardware for that.
Tell me if you can smile	I don't have the necessary hardware for that.
Tell me if you can dream	I don't have the necessary hardware for that.
Tell me if you can cough	I don't have the necessary hardware for that.
Tell me if you can vomit	I don't have the necessary hardware for that.
Tell me if you can burp	I don't have the necessary hardware for that.
You can eat	I don't have the necessary hardware for that.
You can urinate	I don't have the necessary hardware for that.
You can cry	I don't have the necessary hardware for that.
You can bite	I don't have the necessary hardware for that.
You can smile	I don't have the necessary hardware for that.
You can dream	I don't have the necessary hardware for that.
You can cough	I don't have the necessary hardware for that.
You can vomit	I don't have the necessary hardware for that.
You can fart	I don't have the necessary hardware for that.
You can pee	I don't have the necessary hardware for that.
Tell me if you can poop	I don't have the necessary hardware for that.
You can poop	I don't have the necessary hardware for that.
You can go to the bathroom	I don't have the necessary hardware for that.
You can poop	I don't have the necessary hardware for that.
You can swallow	I don't have the necessary hardware for that.
You can chew	I don't have the necessary hardware for that.
You can crawl	I don't have the necessary hardware for that.
You can walk	I don't have the necessary hardware for that.
You can burp	I don't have the necessary hardware for that.
Say if you can poop	I don't have the necessary hardware for that.
Say if you can bite	I don't have the necessary hardware for that.
Say if you can smile	I don't have the necessary hardware for that.
Say if you can dream	I don't have the necessary hardware for that.
Say if you can cough	I don't have the necessary hardware for that.
Say if you can vomit	I don't have the necessary hardware for that.
Say if you can burp	I don't have the necessary hardware for that.
Tell me if you can pee	I don't have the necessary hardware for that.
Say if you can urinate	I don't have the necessary hardware for that.
Say if you can go to the bathroom	I don't have the necessary hardware for that.
Say if you can poop	I don't have the necessary hardware for that.
Say if you can swallow	I don't have the necessary hardware for that.
Say if you can chew	I don't have the necessary hardware for that.
Say if you can crawl	I don't have the necessary hardware for that.
Say if you can walk	I don't have the necessary hardware for that.
You have teeth	I don't have the necessary hardware for that.
Say if you can pee	I don't have the necessary hardware for that.
Tell me if you can fart	I don't have the necessary hardware for that.
Say if you can jump	I don't have the necessary hardware for that.
Tell me if you can go to the bathroom	I don't have the necessary hardware for that.
Tell me if you can poop	I don't have the necessary hardware for that.
Tell me if you can swallow	I don't have the necessary hardware for that.
Tell me if you can chew	I don't have the necessary hardware for that.
Tell me if you can crawl	I don't have the necessary hardware for that.
Say if you can cry	I don't have the necessary hardware for that.
Tell me if you can jump	I don't have the necessary hardware for that.
Say if you can sneeze	I don't have the necessary hardware for that.
Tell me if you can fart	I don't have the necessary hardware for that.
Tell me if you can sweat	I don't have the necessary hardware for that.
Tell me if you can hurt yourself	I don't have the necessary hardware for that.
Tell me if you can breathe	I don't have the necessary hardware for that.
Tell me if you can eat	I don't have the necessary hardware for that.
Tell me if you can pee	I don't have the necessary hardware for that.
Tell me if you can run	I don't have the necessary hardware for that.
Tell me if you have a bladder	I don't have the necessary hardware for that.
Tell me if you have a digestive system	I don't have the necessary hardware for that.
Tell me if you have a nervous system	I don't have the necessary hardware for that.
Tell me if you have a respiratory system	I don't have the necessary hardware for that.
Tell me if you have a spine	I don't have the necessary hardware for that.
Tell me if you have a penis	I don't have the necessary hardware for that.
Tell me if you have a dick	I don't have the necessary hardware for that.
Tell me if you have a brain	I don't have the necessary hardware for that.
Tell me if you have a uterus	I don't have the necessary hardware for that.
Tell me if you have a skeleton	I don't have the necessary hardware for that.
Tell me if you have a urethra	I don't have the necessary hardware for that.
Tell me if you have a vagina	I don't have the necessary hardware for that.
Do you have eyes?	I don't have the necessary hardware for that.
Do you have lungs?	I don't have the necessary hardware for that.
Do you have a nose?	I don't have the necessary hardware for that.
Do you have ears?	I don't have the necessary hardware for that.
Do you have cheekbones?	I don't have the necessary hardware for that.
Tell me if you have a vulva	I don't have the necessary hardware for that.
Tell me if you have little fingers	I don't have the necessary hardware for that.
You have cheeks	I don't have the necessary hardware for that.
Tell me if you have a larynx	I don't have the necessary hardware for that.
Tell me if you have a pharynx	I don't have the necessary hardware for that.
Tell me if you have lips	I don't have the necessary hardware for that.
Tell me if you have ears	I don't have the necessary hardware for that.
Tell me if you have elbows	I don't have the necessary hardware for that.
Tell me if you have a skull	I don't have the necessary hardware for that.
Tell me if you have thumbs	I don't have the necessary hardware for that.
Do you have freckles?	I don't have the necessary hardware for that.
